IATA	Airport ID	Name	City	Country	ICAO		Latitude	Longitude	Altitude	Timezone	DST	Tz database time zone	Type	Source
PSG	4147	Petersburg James A Johnson Airport	Petersburg	United States	PAPG	56.80170059	-132.9450073	111	-9	A	America/Anchorage	airport	OurAirports	
SFB	4167	Orlando Sanford International Airport	Sanford	United States	KSFB	28.77759933	-81.23750305	55	-5	A	America/New_York	airport	OurAirports	
JST	4169	John Murtha Johnstown Cambria County Airport	Johnstown	United States	KJST	40.31610107	-78.83390045	2284	-5	A	America/New_York	airport	OurAirports	
MSO	4216	Missoula International Airport	Missoula	United States	KMSO	46.91630173	-114.0910034	3206	-7	A	America/Denver	airport	OurAirports	
GCN	4219	Grand Canyon National Park Airport	Grand Canyon	United States	KGCN	35.95240021	-112.1470032	6609	-7	N	America/Phoenix	airport	OurAirports	
SGR	4220	Sugar Land Regional Airport	Sugar Land	United States	KSGR	29.62229919	-95.65650177	82	-6	A	America/Chicago	airport	OurAirports	
APA	4222	Centennial Airport	Denver	United States	KAPA	39.57009888	-104.848999	5885	-7	A	America/Denver	airport	OurAirports	
CVN	4223	Clovis Municipal Airport	Clovis	United States	KCVN	34.42509842	-103.0790024	4216	-7	A	America/Denver	airport	OurAirports	
FST	4224	Fort Stockton Pecos County Airport	Fort Stockton	United States	KFST	30.91570091	-102.9160004	3011	-6	A	America/Chicago	airport	OurAirports	
LVS	4225	Las Vegas Municipal Airport	Las Vegas	United States	KLVS	35.65420151	-105.1419983	6877	-7	A	America/Denver	airport	OurAirports	
IWS	4226	West Houston Airport	Houston	United States	KIWS	29.81819916	-95.67259979	111	-6	A	America/Chicago	airport	OurAirports	
LHX	4227	La Junta Municipal Airport	La Junta	United States	KLHX	38.04970169	-103.5090027	4229	-7	A	America/Denver	airport	OurAirports	
LRU	4228	Las Cruces International Airport	Las Cruces	United States	KLRU	32.28939819	-106.9219971	4456	-7	A	America/Denver	airport	OurAirports	
BKD	4229	Stephens County Airport	Breckenridge	United States	KBKD	32.71900177	-98.89099884	1284	-6	A	America/Chicago	airport	OurAirports	
TPL	4230	Draughon Miller Central Texas Regional Airport	Temple	United States	KTPL	31.15250015	-97.40779877	682	-6	A	America/Chicago	airport	OurAirports	
OZA	4231	Ozona Municipal Airport	Ozona	United States	KOZA	30.73530006	-101.2030029	2381	-6	A	America/Chicago	airport	OurAirports	
EGE	4250	Eagle County Regional Airport	Vail	United States	KEGE	39.64260101	-106.9179993	6548	-7	A	America/Denver	airport	OurAirports	
CGF	4253	Cuyahoga County Airport	Richmond Heights	United States	KCGF	41.56510162	-81.48639679	879	-5	A	America/New_York	airport	OurAirports	
MFD	4254	Mansfield Lahm Regional Airport	Mansfield	United States	KMFD	40.82139969	-82.51660156	1297	-5	A	America/New_York	airport	OurAirports	
CSG	4255	Columbus Metropolitan Airport	Columbus	United States	KCSG	32.5163002	-84.93890381	397	-5	A	America/New_York	airport	OurAirports	
LAW	4256	Lawton Fort Sill Regional Airport	Lawton	United States	KLAW	34.56769943	-98.41660309	1110	-6	A	America/Chicago	airport	OurAirports	
FNL	4257	Fort Collins Loveland Municipal Airport	Fort Collins	United States	KFNL	40.4518013	-105.0110016	5016	-7	A	America/Denver	airport	OurAirports	
FLG	4261	Flagstaff Pulliam Airport	Flagstaff	United States	KFLG	35.13850021	-111.6709976	7014	-7	N	America/Phoenix	airport	OurAirports	
TVL	4262	Lake Tahoe Airport	South Lake Tahoe	United States	KTVL	38.89390182	-119.9950027	6264	-8	A	America/Los_Angeles	airport	OurAirports	
TWF	4263	Joslin Field Magic Valley Regional Airport	Twin Falls	United States	KTWF	42.48180008	-114.487999	4154	-7	A	America/Denver	airport	OurAirports	
MVY	4265	Martha's Vineyard Airport	Vineyard Haven MA	United States	KMVY	41.39310074	-70.61430359	67	-5	A	America/New_York	airport	OurAirports	
CON	4268	Concord Municipal Airport	Concord NH	United States	KCON	43.20270157	-71.50229645	342	-5	A	America/New_York	airport	OurAirports	
GON	4270	Groton New London Airport	Groton CT	United States	KGON	41.33010101	-72.04509735	9	-5	A	America/New_York	airport	OurAirports	
STC	4271	St Cloud Regional Airport	Saint Cloud	United States	KSTC	45.54660034	-94.05989838	1031	-6	A	America/Chicago	airport	OurAirports	
GTR	4273	Golden Triangle Regional Airport	Columbus Mississippi	United States	KGTR	33.45029831	-88.59140015	264	-6	A	America/Chicago	airport	OurAirports	
HQM	4275	Bowerman Airport	Hoquiam	United States	KHQM	46.97119904	-123.9369965	18	-8	A	America/Los_Angeles	airport	OurAirports	
ERI	4276	Erie International Tom Ridge Field	Erie	United States	KERI	42.08312701	-80.17386675	732	-5	A	America/New_York	airport	OurAirports	
HYA	4278	Barnstable Municipal Boardman Polando Field	Barnstable	United States	KHYA	41.66930008	-70.28040314	54	-5	A	America/New_York	airport	OurAirports	
SDX	4280	Sedona Airport	Sedona	United States	KSEZ	34.84859848	-111.788002	4830	-7	A	America/Phoenix	airport	OurAirports	
MGW	4284	Morgantown Municipal Walter L. Bill Hart Field	Morgantown	United States	KMGW	39.64289856	-79.91629791	1248	-5	A	America/New_York	airport	OurAirports	
CRW	4285	Yeager Airport	Charleston	United States	KCRW	38.37310028	-81.59320068	981	-5	A	America/New_York	airport	OurAirports	
AVP	4286	Wilkes Barre Scranton International Airport	Scranton	United States	KAVP	41.33850098	-75.7233963	962	-5	A	America/New_York	airport	OurAirports	
BJI	4287	Bemidji Regional Airport	Bemidji	United States	KBJI	47.50939941	-94.93370056	1391	-6	A	America/Chicago	airport	OurAirports	
FAR	4292	Hector International Airport	Fargo	United States	KFAR	46.92070007	-96.81580353	902	-6	A	America/Chicago	airport	OurAirports	
MKC	4293	Charles B. Wheeler Downtown Airport	Kansas City	United States	KMKC	39.12319946	-94.59279633	759	-6	A	America/Chicago	airport	OurAirports	
GCC	4296	Gillette Campbell County Airport	Gillette	United States	KGCC	44.34889984	-105.5390015	4365	-7	A	America/Denver	airport	OurAirports	
SCE	4318	University Park Airport	State College Pennsylvania	United States	KUNV	40.84930038	-77.84870148	1239	-5	A	America/New_York	airport	OurAirports	
MEI	4335	Key Field	Meridian	United States	KMEI	32.33259964	-88.75189972	297	-6	A	America/Chicago	airport	OurAirports	
SPI	4336	Abraham Lincoln Capital Airport	Springfield	United States	KSPI	39.84410095	-89.67790222	598	-6	A	America/Chicago	airport	OurAirports	
CEZ	4338	Cortez Municipal Airport	Cortez	United States	KCEZ	37.3030014	-108.6279984	5918	-7	A	America/Denver	airport	OurAirports	
HDN	4339	Yampa Valley Airport	Hayden	United States	KHDN	40.48120117	-107.2180023	6606	-7	A	America/Denver	airport	OurAirports	
GUP	4340	Gallup Municipal Airport	Gallup	United States	KGUP	35.51110077	-108.7890015	6472	-7	A	America/Denver	airport	OurAirports	
LBL	4341	Liberal Mid-America Regional Airport	Liberal	United States	KLBL	37.0442009	-100.9599991	2885	-6	A	America/Chicago	airport	OurAirports	
LAA	4342	Lamar Municipal Airport	Lamar	United States	KLAA	38.06969833	-102.6880035	3706	-7	A	America/Denver	airport	OurAirports	
GLD	4343	Renner Field-Goodland Municipal Airport	Goodland	United States	KGLD	39.37060165	-101.6989975	3656	-7	A	America/Denver	airport	OurAirports	
COD	4344	Yellowstone Regional Airport	Cody	United States	KCOD	44.52019882	-109.0240021	5102	-7	A	America/Denver	airport	OurAirports	
SGF	4348	Springfield Branson National Airport	Springfield	United States	KSGF	37.24570084	-93.38860321	1268	-6	A	America/Chicago	airport	OurAirports	
JLN	4354	Joplin Regional Airport	Joplin	United States	KJLN	37.15179825	-94.49829865	981	-6	A	America/Chicago	airport	OurAirports	
ABE	4355	Lehigh Valley International Airport	Allentown	United States	KABE	40.65209961	-75.44080353	393	-5	A	America/New_York	airport	OurAirports	
XNA	4356	Northwest Arkansas Regional Airport	Bentonville	United States	KXNA	36.281898	-94.306801	1287	-6	A	America/Chicago	airport	OurAirports	
SBN	4359	South Bend Regional Airport	South Bend	United States	KSBN	41.70869827	-86.31729889	799	-5	A	America/New_York	airport	OurAirports	
SMD	4383	Smith Field	Fort Wayne IN	United States	KSMD	41.14339828	-85.15280151	835	-5	A	America/New_York	airport	OurAirports	
ACV	4384	Arcata Airport	Arcata CA	United States	KACV	40.97809982	-124.1090012	221	-8	A	America/Los_Angeles	airport	OurAirports	
OAJ	4386	Albert J Ellis Airport	Jacksonville NC	United States	KOAJ	34.82920074	-77.61209869	94	-5	A	America/New_York	airport	OurAirports	
TCL	4387	Tuscaloosa Regional Airport	Tuscaloosa AL	United States	KTCL	33.22060013	-87.61139679	170	-6	A	America/Chicago	airport	OurAirports	
DBQ	4388	Dubuque Regional Airport	Dubuque IA	United States	KDBQ	42.40200043	-90.70950317	1077	-6	A	America/Chicago	airport	OurAirports	
ABR	5714	Aberdeen Regional Airport	Aberdeen	United States	KABR	45.44910049	-98.42179871	1302	-6	A	America/Chicago	airport	OurAirports	
ABY	5715	Southwest Georgia Regional Airport	Albany	United States	KABY	31.53549957	-84.19450378	197	-5	A	America/New_York	airport	OurAirports	
AHN	5716	Athens Ben Epps Airport	Athens	United States	KAHN	33.94860077	-83.32630157	808	-5	A	America/New_York	airport	OurAirports	
ALM	5717	Alamogordo White Sands Regional Airport	Alamogordo	United States	KALM	32.83990097	-105.9909973	4200	-7	A	America/Denver	airport	OurAirports	
ALO	5718	Waterloo Regional Airport	Waterloo	United States	KALO	42.55709839	-92.40029907	873	-6	A	America/Chicago	airport	OurAirports	
ALW	5719	Walla Walla Regional Airport	Walla Walla	United States	KALW	46.09489822	-118.288002	1194	-8	A	America/Los_Angeles	airport	OurAirports	
APN	5720	Alpena County Regional Airport	Alpena	United States	KAPN	45.0780983	-83.56030273	690	-5	A	America/New_York	airport	OurAirports	
ATY	5721	Watertown Regional Airport	Watertown	United States	KATY	44.91400146	-97.15470123	1749	-6	A	America/Chicago	airport	OurAirports	
BFD	5722	Bradford Regional Airport	Bradford	United States	KBFD	41.80310059	-78.64009857	2143	-5	A	America/New_York	airport	OurAirports	
BFF	5723	Western Neb. Rgnl/William B. Heilig Airport	Scottsbluff	United States	KBFF	41.87400055	-103.5960007	3967	-7	A	America/Denver	airport	OurAirports	
BKW	5724	Raleigh County Memorial Airport	Beckley	United States	KBKW	37.78730011	-81.12419891	2504	-5	A	America/New_York	airport	OurAirports	
BQK	5725	Brunswick Golden Isles Airport	Brunswick	United States	KBQK	31.25880051	-81.46649933	26	-5	A	America/New_York	airport	OurAirports	
BRL	5726	Southeast Iowa Regional Airport	Burlington	United States	KBRL	40.78319931	-91.12550354	698	-6	A	America/Chicago	airport	OurAirports	
CEC	5727	Jack Mc Namara Field Airport	Crescent City	United States	KCEC	41.78020096	-124.2369995	61	-8	A	America/Los_Angeles	airport	OurAirports	
CGI	5728	Cape Girardeau Regional Airport	Cape Girardeau	United States	KCGI	37.22529984	-89.57080078	342	-6	A	America/Chicago	airport	OurAirports	
CIU	5729	Chippewa County International Airport	Sault Ste Marie	United States	KCIU	46.25080109	-84.47239685	800	-5	A	America/New_York	airport	OurAirports	
CKB	5730	North Central West Virginia Airport	Clarksburg	United States	KCKB	39.29660034	-80.22810364	1217	-5	A	America/New_York	airport	OurAirports	
CLM	5731	William R Fairchild International Airport	Port Angeles	United States	KCLM	48.12020111	-123.5	291	-8	A	America/Los_Angeles	airport	OurAirports	
CMX	5732	Houghton County Memorial Airport	Hancock	United States	KCMX	47.16839981	-88.4890976	1095	-5	A	America/New_York	airport	OurAirports	
DDC	5733	Dodge City Regional Airport	Dodge City	United States	KDDC	37.76340103	-99.96559906	2594	-6	A	America/Chicago	airport	OurAirports	
DUJ	5734	DuBois Regional Airport	Du Bois	United States	KDUJ	41.17829895	-78.8986969	1817	-5	A	America/New_York	airport	OurAirports	
EAU	5735	Chippewa Valley Regional Airport	Eau Claire	United States	KEAU	44.86579895	-91.48429871	913	-6	A	America/Chicago	airport	OurAirports	
EKO	5736	Elko Regional Airport	Elko	United States	KEKO	40.82490158	-115.7919998	5140	-8	A	America/Los_Angeles	airport	OurAirports	
EWB	5737	New Bedford Regional Airport	New Bedford	United States	KEWB	41.67610168	-70.95690155	80	-5	A	America/New_York	airport	OurAirports	
FAY	5738	Fayetteville Regional Grannis Field	Fayetteville	United States	KFAY	34.99119949	-78.88030243	189	-5	A	America/New_York	airport	OurAirports	
GGW	5739	Wokal Field Glasgow International Airport	Glasgow	United States	KGGW	48.21250153	-106.6149979	2296	-7	A	America/Denver	airport	OurAirports	
GRI	5740	Central Nebraska Regional Airport	Grand Island	United States	KGRI	40.96749878	-98.30960083	1847	-6	A	America/Chicago	airport	OurAirports	
HOT	5741	Memorial Field	Hot Springs	United States	KHOT	34.47800064	-93.09619904	540	-6	A	America/Chicago	airport	OurAirports	
HTS	5742	Tri-State/Milton J. Ferguson Field	Huntington	United States	KHTS	38.36669922	-82.55799866	828	-5	A	America/New_York	airport	OurAirports	
IRK	5744	Kirksville Regional Airport	Kirksville	United States	KIRK	40.09349823	-92.54489899	966	-6	A	America/Chicago	airport	OurAirports	
JMS	5745	Jamestown Regional Airport	Jamestown	United States	KJMS	46.92969894	-98.67819977	1500	-6	A	America/Chicago	airport	OurAirports	
LAR	5746	Laramie Regional Airport	Laramie	United States	KLAR	41.31209946	-105.6750031	7284	-7	A	America/Denver	airport	OurAirports	
LBE	5747	Arnold Palmer Regional Airport	Latrobe	United States	KLBE	40.27590179	-79.40480042	1199	-5	A	America/New_York	airport	OurAirports	
LBF	5748	North Platte Regional Airport Lee Bird Field	North Platte	United States	KLBF	41.12620163	-100.6839981	2777	-6	A	America/Chicago	airport	OurAirports	
LEB	5749	Lebanon Municipal Airport	Lebanon	United States	KLEB	43.62609863	-72.30419922	603	-5	A	America/New_York	airport	OurAirports	
LMT	5750	Klamath Falls Airport	Klamath Falls	United States	KLMT	42.15610123	-121.7330017	4095	-8	A	America/Los_Angeles	airport	OurAirports	
LNS	5751	Lancaster Airport	Lancaster	United States	KLNS	40.12170029	-76.2960968	403	-5	A	America/New_York	airport	OurAirports	
LWT	5752	Lewistown Municipal Airport	Lewistown	United States	KLWT	47.04930115	-109.4670029	4170	-7	A	America/Denver	airport	OurAirports	
LYH	5753	Lynchburg Regional Preston Glenn Field	Lynchburg	United States	KLYH	37.3266983	-79.20040131	938	-5	A	America/New_York	airport	OurAirports	
MKG	5754	Muskegon County Airport	Muskegon	United States	KMKG	43.16949844	-86.23819733	629	-5	A	America/New_York	airport	OurAirports	
MLS	5755	Frank Wiley Field	Miles City	United States	KMLS	46.4280014	-105.8860016	2630	-7	A	America/Denver	airport	OurAirports	
MSL	5756	Northwest Alabama Regional Airport	Muscle Shoals	United States	KMSL	34.74530029	-87.61019897	551	-6	A	America/Chicago	airport	OurAirports	
OTH	5757	Southwest Oregon Regional Airport	North Bend	United States	KOTH	43.417099	-124.2460022	17	-8	A	America/Los_Angeles	airport	OurAirports	
OWB	5758	Owensboro Daviess County Airport	Owensboro	United States	KOWB	37.74010086	-87.16680145	407	-6	A	America/Chicago	airport	OurAirports	
PIB	5759	Hattiesburg Laurel Regional Airport	Hattiesburg/Laurel	United States	KPIB	31.46710014	-89.33709717	298	-6	A	America/Chicago	airport	OurAirports	
PIH	5760	Pocatello Regional Airport	Pocatello	United States	KPIH	42.90980148	-112.5960007	4452	-7	A	America/Denver	airport	OurAirports	
PIR	5761	Pierre Regional Airport	Pierre	United States	KPIR	44.38270187	-100.2860031	1744	-6	A	America/Chicago	airport	OurAirports	
PLN	5762	Pellston Regional Airport of Emmet County Airport	Pellston	United States	KPLN	45.57089996	-84.79669952	721	-5	A	America/New_York	airport	OurAirports	
PSM	5763	Portsmouth International at Pease Airport	Portsmouth	United States	KPSM	43.07789993	-70.82330322	100	-5	A	America/New_York	airport	OurAirports	
RDG	5764	Reading Regional Carl A Spaatz Field	Reading	United States	KRDG	40.37850189	-75.96520233	344	-5	A	America/New_York	airport	OurAirports	
RHI	5765	Rhinelander Oneida County Airport	Rhinelander	United States	KRHI	45.63119888	-89.46749878	1624	-6	A	America/Chicago	airport	OurAirports	
RKS	5766	Rock Springs Sweetwater County Airport	Rock Springs	United States	KRKS	41.59420013	-109.0650024	6764	-7	A	America/Denver	airport	OurAirports	
RUT	5767	Rutland - Southern Vermont Regional Airport	Rutland	United States	KRUT	43.52939987	-72.94960022	787	-5	A	America/New_York	airport	OurAirports	
SBP	5768	San Luis County Regional Airport	San Luis Obispo	United States	KSBP	35.23680115	-120.6419983	212	-8	A	America/Los_Angeles	airport	OurAirports	
SHR	5769	Sheridan County Airport	Sheridan	United States	KSHR	44.76919937	-106.9800034	4021	-7	A	America/Denver	airport	OurAirports	
SLK	5770	Adirondack Regional Airport	Saranac Lake	United States	KSLK	44.38529968	-74.20619965	1663	-5	A	America/New_York	airport	OurAirports	
SLN	5771	Salina Municipal Airport	Salina	United States	KSLN	38.79100037	-97.65219879	1288	-6	A	America/Chicago	airport	OurAirports	
SMX	5772	Santa Maria Pub/Capt G Allan Hancock Field	Santa Maria	United States	KSMX	34.89889908	-120.4570007	261	-8	A	America/Los_Angeles	airport	OurAirports	
TUP	5773	Tupelo Regional Airport	Tupelo	United States	KTUP	34.26810074	-88.76989746	346	-6	A	America/Chicago	airport	OurAirports	
UIN	5774	Quincy Regional Baldwin Field	Quincy	United States	KUIN	39.94269943	-91.19460297	768	-6	A	America/Chicago	airport	OurAirports	
VCT	5775	Victoria Regional Airport	Victoria	United States	KVCT	28.8526001	-96.91850281	115	-6	A	America/Chicago	airport	OurAirports	
VLD	5776	Valdosta Regional Airport	Valdosta	United States	KVLD	30.78249931	-83.27670288	203	-5	A	America/New_York	airport	OurAirports	
WRL	5777	Worland Municipal Airport	Worland	United States	KWRL	43.96569824	-107.9509964	4227	-7	A	America/Denver	airport	OurAirports	
YKM	5779	Yakima Air Terminal McAllister Field	Yakima	United States	KYKM	46.56819916	-120.5439987	1099	-8	A	America/Los_Angeles	airport	OurAirports	
ADK	5959	Adak Airport	Adak Island	United States	PADK	51.87799835	-176.6459961	18	-10	A	America/Adak	airport	OurAirports	
GST	5960	Gustavus Airport	Gustavus	United States	PAGS	58.4253006	-135.7070007	35	-9	A	America/Anchorage	airport	OurAirports	
