MSA,State,Lat,Long,NumAirline,GDP,Tech_Hub,AvgStateTax,AvgPropTaxPerCap,LandArea,PopDensity,Age2534,MedianIncome,PercentBach,PovertyRate,HealthCareIndex,CrimeIndex,PurchasingPower,CPIIndex,PollutionIndex,TrafficIndex,QualityofLifeIndex,RentIndex,PropPricetoIncomeRatio,CO2Index,NumTechConf,TotEnrollment,AvgSchoolRep,AvgTuition,Electricity,NatGas,CorpTaxMin,CorpTaxMax,CostLivingComposit,WCIndex,TaxableWageBase,SingEmpCost,FamilyEmpCost,GDP5Year,Poplutation,MaleFemaleRatio,Under5,Bet5and9,Bet10and14,Bet15and19,Bet20and24,Bet25and34,Bet35and44,Bet45and54,Bet55and59,Bet60and64,Bet65and74,Bet75and84,AtorOver85,MedianAge,Labor,LaborForceAnnGrowth,GDPperCap,CBRE_TechScore,CBRE_Tech_Talent,CBRE_change_12_17,CBRE_Volume_12_17,CBRE_Concentration_17,CBRE_17_Tech_Degrees,CBRE_Growth_12_17,CBRE_Brain,CBRE_AvgRent_75K,CBRE_AskingRentPerSF,CBRE_Vacancy_Rate,CBRE_Avg_monthly_Apartment_Rent,CBRE_Costofliving,CBRE_AvgAnn_TechWage,CBRE_Rent_to_Tech_WageRatio,CBRE_MILLENNIAL_Pop,CBRE_WageRelativetoUSAvg,CBRE_TalentWage_5Yr_Growth,CBRE_Office_Vacancy_Rate_13,CBRE_Apartment_Rent,RevPerCap0,RevPerCap11,RevPerCap21,RevPerCap22,RevPerCap23,RevPerCap31_33,RevPerCap42,RevPerCap44_45,RevPerCap48_49,RevPerCap51,RevPerCap52,RevPerCap53,RevPerCap54,RevPerCap56,RevPerCap61,RevPerCap62,RevPerCap71,RevPerCap72,RevPerCap81,RevPerCap55,RevPerCap99,PerofRev0,PerofRev11,PerofRev21,PerofRev22,PerofRev23,PerofRev31_33,PerofRev42,PerofRev44_45,PerofRev48_49,PerofRev51,PerofRev52,PerofRev53,PerofRev54,PerofRev56,PerofRev61,PerofRev62,PerofRev71,PerofRev72,PerofRev81,PerofRev55,PerofRev99,Patents,VCInvPer,VCFirms,Amazon,TopGrad,numairport,asai,densityscore,landusescore,activityscore,streetscore
"Kingsport Bristol Bristol, TN VA",VA,36.548434,-82.5618186,7,10101,0,0.053,1520,1926,159.2206646,0.178,40753,0.156,0.177,86.11,16.18,,,53.45,155.34,,21.42,1.7,8512,0,0,0,0,9.28,,0.06,0.06,,1.24,8000,4164,12088,0.996210881,306745,95,14902,16813,17785,17944,16815,33093,37083,44156,22485,22685,36322,19478,7184,44.8,138724,0.0024,0.032929632,,,,,,,,,,,,,,,,,,,,,78.84866257,0,0.230474824,0,3.055981353,29.91875988,10.18945704,12.91557157,1.551862296,2.720575723,3.100572136,0.830722587,1.364058094,1.610008313,0.274651584,7.080229507,0.523294593,1.753322793,0.713002657,1.016117622,,1,0,0.002923002,0,0.038757555,0.379445369,0.129228026,0.163802037,0.01968153,0.034503765,0.039323078,0.010535659,0.017299699,0.020418968,0.003483275,0.089795176,0.006636696,0.022236557,0.009042673,0.012886935,,75,0,0,0,0,,,78.73,40.53,89.67,82.87
"Kingston, NY",NY,41.9270367,-73.9973608,0,5318,0,0.04,2697,1092,164.3012821,0.188,60733,0.252,0.125,,,,,,,,,,,0,0,0,0,14.78,6.79,0.065,0.065,,2.83,11100,4865,14696,1.027543537,180129,98.5,8066,8931,9794,11349,12330,21588,21073,27273,14522,12782,19092,9469,3860,43.6,91374,0.0117,0.029523286,,,,,,,,,,,,,,,,,,,,,48.69105474,0.194882556,0,0,2.484330674,5.876016633,5.629620994,13.42322447,1.161489821,1.025292984,7.664096287,0.741052246,1.512327277,0.347834052,0.280104814,5.370406764,0,1.866801015,1.113574161,0,,1,0.00400243,0,0,0.051022322,0.120679592,0.115619204,0.27568153,0.023854275,0.021057112,0.157402552,0.015219474,0.031059653,0.007143695,0.005752696,0.110295552,0,0.038339712,0.0228702,,,77,0,0,0,0,,,,,,
"Knoxville, TN",TN,35.9606384,-83.9207392,31,36179,0,0.07,863,1787,490.8248461,0.185,52011,0.25,0.139,69.69,45.18,105.74,64.72,56.32,143.88,162.43,28.88,2.89,6588.62,0,22139,2.9,17517.5,9.54,8.83,0.065,0.065,82.2,1.68,7000,3979,12032,1.037618127,862490,95.6,46992,50408,51337,54592,63991,106261,105796,118180,60322,56010,87721,44190,16690,40.5,419996,0.0027,0.041947153,,,,,,,,,,,,,,,,,,,,,99.79402196,0.036827094,0.145107769,0,4.818492968,16.01319204,30.03671811,14.05819314,2.211268536,3.244347181,7.210722443,1.674456515,5.001263783,4.763334068,0.244387761,6.758217487,0.247389535,1.875804937,0.802592494,0.651706107,,1,0.000369031,0.001454073,0,0.048284385,0.160462438,0.300987148,0.140872097,0.022158327,0.032510436,0.072256056,0.016779126,0.050115866,0.047731657,0.002448922,0.067721667,0.002479002,0.018796767,0.008042491,0.006530512,,218,0,0,1,1,,,88.1,60.62,100.77,82.53
"Kokomo, IN",IN,40.486427,-86.1336033,0,4101,0,0.07,975,493,167.0649087,0.193,47854,0.177,0.149,73.61,45.19,101.73,50.2,11.03,69.15,,23.15,,1500,0,0,0,0,9.61,7.56,0.06,0.06,82.2,1.05,9500,4965,13821,1.037758314,82457,93.7,5029,4883,5710,4856,4999,9659,9654,11143,6063,5486,8389,4516,2070,41.5,39867,0.0033,0.049735013,,,,,,,,,,,,,,,,,,,,,81.96069467,0,0,0,0,51.10147107,5.756758068,12.1476891,0,1.416035024,1.284572565,0.891701129,0.776525947,1.175982633,0,3.945013765,0.139927477,2.634330621,0.690687267,0,,1,0,0,0,0,0.62348753,0.070238034,0.148213594,0,0.017277001,0.015673032,0.010879619,0.00947437,0.014348129,0,0.048132996,0.001707251,0.03214139,0.008427055,,,36,0,0,0,0,,,,,,
"La Crosse Onalaska, WI MN",MN,43.8013556,-91.2395807,3,6510,0,0.0688,1534,1005,136.2527363,0.218,51704,0.249,0.124,,,,,,,,,,,0,0,0,0,10.53,6.82,0.098,0.098,82.2,1.91,32000,4042,12742,1.03282239,136291,96,7230,7720,8142,10473,14907,16816,14955,16684,9698,8363,11670,6622,3011,36.9,79193,0.0058,0.047765443,,,,,,,,,,,,,,,,,,,,,111.0326214,0,0,0,4.833576685,13.17176483,45.64318994,17.02007469,2.486517818,3.746146114,4.827846299,0.882472063,1.953269108,1.01340514,0.463119355,11.3115833,0.751619696,2.171867548,0.756168786,0,,1,0,0,0,0.043532942,0.118629684,0.411079099,0.153288957,0.02239448,0.033739149,0.043481332,0.007947863,0.017591849,0.009127094,0.004171021,0.101876216,0.006769359,0.019560626,0.00681033,,,0,0,0,0,0,1,13.64,,,,
"Lafayette, LA",LA,30.2240897,-92.0198427,6,19285,0,0.05,869,1056,465.4905303,0.208,51863,0.221,0.186,73.15,42.16,,,8.41,104.02,,30.34,,3546.67,0,15998,0,12778,7.75,,0.04,0.08,90.5,2.11,7700,4086,11513,0.956390838,487633,95.4,34344,35194,32279,31760,34322,72554,60479,63131,33156,27717,36580,18659,7458,35.4,210564,0.0036,0.039548185,,,,,,,,,,,,,,,,,,,,,88.30587347,0.107000552,6.540494593,0.832037618,5.403672434,10.02306858,16.65334586,14.68806869,3.648005775,2.410226543,2.646291371,5.616609212,3.83624365,1.93583084,0.336365668,8.07444328,0.286268567,2.1031657,1.599506186,1.565228358,,1,0.001211704,0.07406636,0.009422223,0.061192673,0.113503985,0.188587069,0.16633173,0.041311021,0.027294068,0.029967331,0.063604028,0.043442678,0.021921881,0.003809097,0.091437217,0.003241784,0.023816827,0.018113248,0.017725076,,62,0,0,0,1,1,32.14,90.03,87.35,115.9,92.72
"Lafayette West Lafayette, IN",IN,40.4167022,-86.8752869,0,8945,0,0.07,975,1172,187.0639932,0.235,46069,0.332,0.194,44.44,25.37,,,41.38,46.69,,19.44,1.91,1330,0,0,0,0,9.61,7.56,0.06,0.06,,1.05,9500,4965,13821,1.030536011,214760,103.7,12878,13116,12065,19540,34850,29286,23343,22596,11424,10719,14347,7258,3338,29.6,116079,0.0141,0.041651145,,,,,,,,,,,,,,,,,,,,,104.4932948,0.07946545,0,0,3.232398957,58.52078134,11.06710747,10.16352673,1.634210281,0.707110263,6.123821941,1.347844105,1.864867759,1.043956044,0.129768113,5.836142671,0.181900726,1.985616502,0.574776495,0,,1,0.000760484,0,0,0.030934032,0.560043412,0.10591213,0.09726487,0.015639379,0.00676704,0.058604927,0.012898857,0.01784677,0.009990651,0.00124188,0.055851839,0.001740789,0.019002334,0.005500606,,,0,0,0,0,1,,,95.46,90.63,94.82,83.1
"Lake Charles, LA",LA,30.2265949,-93.2173758,3,13614,0,0.05,869,3012,69.50763612,0.211,48560,0.171,0.175,58.33,50.49,,,35.74,79.39,,29.02,2.49,3325,0,0,0,0,7.75,,0.04,0.08,94,2.11,7700,4086,11513,1.033201994,205559,95.1,14206,14206,14270,13295,14146,29535,24449,25989,14530,12152,16769,8706,3306,36.3,116369,0.0078,0.06622916,,,,,,,,,,,,,,,,,,,,,292.2760375,0.137167431,4.41933946,0,4.251810916,228.1695863,12.40378188,17.80356491,4.695182405,1.218905521,1.660423528,1.370662438,2.259706459,1.18367476,0.232157191,5.893840698,0.232244757,5.271294373,1.072694458,0,,1,0.000469308,0.01512043,0,0.014547244,0.780664704,0.042438586,0.060913529,0.016064206,0.004170392,0.005681011,0.004689616,0.007731412,0.004049852,0.000794308,0.020165323,0.000794608,0.018035329,0.003670142,,,8,0,0,0,0,,,,,,
"Lake Havasu City Kingman, AZ",AZ,34.483901,-114.3224548,0,3759,0,0.056,1036,13239,15.65072891,0.166,42473,0.105,0.187,,,,,,,,,,,0,0,0,0,10.71,8.89,0.049,0.049,94,1.5,7000,4265,12179,1.02492663,204691,101.6,9199,10036,11272,10479,9775,20306,18987,24721,16357,16203,33518,18596,5242,50.4,85598,0.0024,0.018364266,,,,,,,,,,,,,,,,,,,,,38.89605308,0,1.714266871,1.251281199,2.150685668,3.899296989,3.264589064,14.79548197,1.045893566,0.525225828,0.640394546,0.72551309,0.524693318,0.891680631,0.102495957,5.347528714,0.136332325,1.281849226,0.598844111,0,,1,0,0.044073029,0.032169876,0.05529316,0.100249169,0.083931114,0.380385175,0.026889452,0.013503319,0.016464255,0.018652615,0.013489629,0.022924707,0.002635125,0.137482554,0.003505043,0.032955766,0.015396012,,,11,0,0,0,0,,,85.24,55.15,73.04,65.97
"Lakeland Winter Haven, FL",FL,28.0394654,-81.9498042,0,18297,0,0.06,1232,1990,344.9663317,0.183,48663,0.147,0.175,79.17,50.74,131.26,65.7,20.4,49.29,214.76,26.32,1.86,1463,0,0,0,0,10.65,,0.055,0.087,94,1.66,7000,3975,11692,1.036848486,652256,96.2,38343,42018,41388,41341,40486,81467,76911,80993,39731,40587,73162,42079,13750,40.4,302828,0.0065,0.028051869,,,,,,,,,,,,,,,,,,,,,73.43123252,0.271628011,2.145789383,0.749992334,2.739957931,15.25201148,18.84952994,10.01864299,3.043130305,0.637843117,8.119994297,0.953105836,1.405440502,1.330413212,0.343026358,5.155284122,0.335894189,1.169638915,0.522422178,0.387487428,,1,0.00369908,0.029221754,0.010213533,0.03731325,0.207704691,0.256696358,0.136435719,0.041441907,0.008686265,0.110579572,0.01297957,0.019139547,0.018117811,0.004671396,0.070205605,0.004574269,0.015928357,0.007114441,0.005276875,,40,0,0,0,0,,,87.51,54.24,95.32,128.15
"Lancaster, PA",PA,40.0378755,-76.3055144,1,25170,0,0.045,1481,875,620.4605714,0.195,57616,0.203,0.105,89.35,42.81,,,41.21,139.92,,27.81,1.41,7647.5,0,0,0,0,10.16,,0.0999,0.0999,94,1.84,10000,4508,13340,1.043964358,536494,95.9,35700,36933,34301,36468,35344,68463,60958,69428,36266,32800,47680,27882,14271,38.5,282386,0.0003,0.046915716,,,,,,,,,,,,,,,,,,,,,94.31607623,0.105440135,0,0,6.965654788,25.35046431,24.81472859,13.13169206,2.520348783,1.080537713,3.538231555,1.229736027,2.5988231,1.391383687,0.574891797,6.019698263,0.316844177,2.098659072,1.124459919,1.45448225,,1,0.001117944,0,0,0.073854374,0.268782008,0.263101791,0.139230687,0.026722367,0.011456559,0.037514618,0.013038456,0.027554402,0.014752349,0.006095374,0.063824732,0.003359387,0.02225134,0.011922251,0.015421361,,148,0,0,0,0,1,4.51,95.61,110.05,124.31,84.74
"Lansing East Lansing, MI",MI,42.732535,-84.5555347,8,19548,0,0.06,1382,1541,309.9649578,0.22,53564,0.3,0.165,65.28,42.52,,,23.36,95.78,,21.34,2.49,4389,0,39090,3.1,20696.25,11.39,6.97,0.06,0.06,94,1.57,9500,4167,13674,1.035340234,472092,95.4,26422,27356,27389,38942,52289,61783,53432,58540,31444,28675,39498,18235,8087,35.3,251686,0.0121,0.041407183,,,,,,,,,,,,,,,,,,,,,140.8051693,0.149403082,0.035512146,0.330816875,4.671604264,36.81472467,18.06572871,11.79490862,1.482706761,1.629165502,49.62879905,1.685836659,2.8533485,1.474727384,0.500002118,6.096237598,0.367938876,1.526918482,0.901387865,0.795402167,,1,0.001061062,0.000252208,0.002349465,0.033177789,0.261458616,0.128303022,0.083767582,0.010530201,0.011570353,0.352464326,0.011972832,0.020264515,0.010473532,0.003551021,0.043295552,0.002613106,0.010844193,0.006401667,0.005648956,,93,0,0,0,1,1,18.5,101.03,92.21,141.56,72.8
"Laredo, TX",TX,27.5305671,-99.4803241,4,7090,0,0.0625,1731,3410,80.58475073,0.218,42853,0.161,0.315,,,,,,,,,,,0,0,0,0,8.55,,,,95.6,1.45,9000,4251,11869,1.014396221,269624,95.4,26693,24278,25633,23967,21722,36082,35616,29876,11442,10656,13900,6735,3024,28.4,114961,0.0051,0.026295879,,,,,,,,,,,,,,,,,,,,,46.77711925,0,0.721423167,0.348811678,1.77481604,1.788383082,8.939845859,11.16899089,11.08537445,0.705337804,2.8061226,1.00088642,0.712948402,0.88086743,0.178318696,3.239663383,0.162774827,1.26255452,0,0,,1,0,0.015422565,0.007456887,0.03794197,0.038232006,0.191115785,0.238770388,0.236982837,0.015078693,0.059989214,0.021396923,0.015241392,0.01883116,0.003812092,0.069257437,0.003479796,0.026990857,0,,,4,0,0,0,0,1,18.28,104.2,117.12,99.89,106.87
"Las Cruces, NM",NM,32.3199396,-106.7636538,0,6171,0,0.0513,770,3766,57.24349442,0.221,41392,0.21,0.254,51.85,39.71,,,20.98,114.15,,18.71,2.5,5479.6,0,12027,2.3,11016.75,9.64,,0.048,0.059,95.6,1.92,24200,4133,11494,1.026128947,213849,96.6,14749,14852,15710,17170,23259,27297,22866,23513,12452,11223,17678,9877,3203,32.9,93867,0.006,0.02885681,,,,,,,,,,,,,,,,,,,,,36.53103358,0.091344827,0,0.651221189,2.251242699,4.784539558,5.262021333,8.736360703,0.779737104,0.62981356,1.217849978,1.053565834,3.111957503,0.765722543,0.106837067,4.789879775,0.681008562,1.222315746,0.395615598,0,,1,0.002500472,0,0.01782652,0.061625486,0.130971919,0.144042498,0.239149015,0.021344513,0.017240508,0.033337408,0.028840296,0.085186681,0.020960878,0.002924556,0.131118102,0.018641919,0.033459654,0.010829576,,,8,0,0,0,1,,,89.33,84.27,108.16,89.06
"Las Vegas Henderson Paradise, NV",NV,36.1699412,-115.1398296,246,96062,0,0.0685,959,7914,278.5037908,0.181,62631,0.196,0.15,,,,,,,,,,,12,24714,2.2,10857,8.76,5.71,,,,1.31,30500,3866,11044,1.052463789,2112436,100,136038,142411,138641,130109,136367,314251,296106,284383,128512,116289,180812,82023,26494,36.9,1117989,0.0037,0.045474514,,,,,,,,,,,,,,,,,,,,,67.84952538,0.014007525,0,1.200761112,4.826147632,2.716045835,8.27179569,13.57509908,2.373914287,1.823185649,4.743983723,2.423458983,3.666153673,2.923338269,0.310946225,4.276560331,1.61270732,11.65498174,0.869429417,0.563905368,0.003103526,1,0.00020645,0,0.017697414,0.071130161,0.040030432,0.121913833,0.200076552,0.034987928,0.026871016,0.069919188,0.035718142,0.054033593,0.043085611,0.00458288,0.06303007,0.023768881,0.171776909,0.012814083,0.008311117,4.57E-05,418,0,0,1,1,6,307.99,142.12,105.02,136.42,114.29
"Lawrence, KS",KS,38.9716689,-95.2352501,0,3959,0,0.065,1440,434,278.3248848,0.242,51531,0.446,0.156,,,,,,,,,,,0,19262,2.7,14766,10.58,,0.04,0.07,,1.41,14000,4351,12115,1.03704238,117806,98.1,6310,6482,5872,10990,20993,17881,13150,11677,6001,5722,7512,3470,1746,29.2,66687,0.0092,0.033606098,,,,,,,,,,,,,,,,,,,,,45.21873249,0,0.131920276,0,2.278848276,10.40819653,3.313243808,10.45206526,0.805340984,3.611768501,2.361322853,1.81022189,1.907551398,0.882586625,0.503285062,2.920046517,0.797149551,2.462395803,0.572789162,0,,1,0,0.002917381,0,0.050396111,0.230174442,0.073271488,0.231144587,0.017809897,0.07987328,0.052220014,0.040032566,0.042184982,0.019518164,0.011130013,0.064576036,0.017628746,0.054455215,0.012667077,,,52,0,0,0,1,,,,,,
"Lawton, OK",OK,34.6035669,-98.3959291,2,4497,0,0.045,678,1017,125.2202557,0.219,45676,0.2,0.174,75,73.16,,,27.59,88.36,,18.55,2.2,3990,0,0,0,0,8.12,8.55,0.06,0.06,,2.23,17600,4067,11585,1.020824511,129066,107,9277,8734,8286,9410,11868,21111,15753,15176,7524,6577,8761,4876,1713,33,51894,0.0089,0.034842639,,,,,,,,,,,,,,,,,,,,,41.26226117,0.026389599,0.237653604,0,1.561356205,11.22843351,5.744378845,10.10068492,0.749910898,0.873150171,1.685858398,1.225489285,0.953109262,0.746168627,0.226690221,3.58313576,0.08301954,1.657849472,0.578982846,0,,1,0.000639558,0.005759587,0,0.037839812,0.272123563,0.139216288,0.244792327,0.018174256,0.021160987,0.04085715,0.029700003,0.023098813,0.018083561,0.005493887,0.086838085,0.002011997,0.040178348,0.014031777,,,4,0,0,0,0,1,13.34,,,,
"Lebanon, PA",PA,40.3409251,-76.4113497,2,4474,0,0.045,1481,329,424.7841945,0.182,54732,0.151,0.11,,,,,,,,,,,0,0,0,0,10.16,,0.0999,0.0999,,1.84,10000,4508,13340,1.031120998,137616,96,8393,9137,8817,8718,8382,15808,16042,18370,9669,8805,13836,8055,3584,41.2,70211,-0.0064,0.032510755,,,,,,,,,,,,,,,,,,,,,61.8016001,0.052384897,0,0,1.807522381,18.91594727,26.71894256,0,2.302493896,1.188168527,0.598258923,0.698806825,1.094618358,0.850133705,0.369317521,4.636909952,0,1.555160737,0.843862632,0.16907191,,1,0.00084763,0,0,0.029247178,0.306075364,0.432334155,0,0.037256218,0.01922553,0.009680314,0.011307261,0.017711813,0.013755853,0.005975857,0.075028963,0,0.025163762,0.013654382,0.002735721,,18,0,0,0,0,,,,,,
"Lewiston, ID WA",WA,46.4004089,-117.0011889,4,2146,0,0.065,1409,1482,42.45614035,0.194,44354,0.185,0.137,,,,,,,,,,,0,0,0,0,7.94,,0.065,0.065,,1.97,47300,5010,13273,1.032695662,62273,95.4,3573,3383,3986,3714,3982,7539,6865,7792,4881,4098,6810,3905,1745,42.7,32070,0.0076,0.034461163,,,,,,,,,,,,,,,,,,,,,73.14502272,0,0.556212163,0,3.888234066,22.04509177,7.898720152,18.61355644,2.377675718,0.63709794,4.666179564,0.815024168,0.952981228,1.452250574,0.102452106,7.53037432,0,1.187866331,0.421306184,0,,1,0,0.007604238,0,0.053157876,0.301388816,0.107987117,0.254474683,0.032506323,0.008710066,0.063793535,0.011142579,0.013028654,0.0198544,0.001400671,0.102951288,0,0.016239879,0.005759875,,,3,0,0,0,1,1,4.35,,,,
"Lewiston Auburn, ME",ME,44.100351,-70.2147764,0,3621,0,0.055,2055,467,230.51606,0.19,47487,0.144,0.146,,,,,,,,,,,0,0,0,0,12.94,11.32,0.035,0.0893,,2.02,12000,4746,13288,1.027705446,107317,96,6507,6732,6405,6812,6610,13064,13067,15557,8274,6746,10106,5247,2190,40.7,56796,0.015,0.033741159,,,,,,,,,,,,,,,,,,,,,86.05668254,0.082792102,0,0,6.335957956,17.57654426,16.29126793,16.77476076,3.098455976,1.905280617,5.528630133,0.711490258,3.256566993,1.313370668,1.193883541,9.245552895,0.16292852,1.932759954,0.646439986,0,,1,0.000962065,0,0,0.073625403,0.204243805,0.189308575,0.194926881,0.036004827,0.022139833,0.064244054,0.008267693,0.037842116,0.015261693,0.013873223,0.107435618,0.00189327,0.02245915,0.007511793,,,6,0,0,0,0,,,,,,
"Lexington Fayette, KY",KY,38.0405837,-84.5037164,20,26079,0,0.06,781,1413,362.8096249,0.196,54875,0.306,0.18,74.01,51.01,,,21.36,116.59,,25,2.22,6206.67,0,22621,2.5,15953,8.44,9.2,0.04,0.06,96,1.52,10200,4042,11941,1.040867717,500689,95.9,31358,31127,30829,33975,45387,71813,65931,64953,31852,28153,39143,18219,7949,35.8,274520,0.0054,0.052086225,,,,,,,,,,,,,,,,,,,,,142.9557729,0.341249758,0,1.941890075,6.568596474,32.69132136,58.14488834,15.66722456,1.942682983,2.872475728,4.612056586,1.663248044,3.59084182,1.748518541,0.52976798,6.288494455,0.452883926,2.704051817,0.714930825,0.480649665,0,1,0.0023871,0,0.013583852,0.045948452,0.228681365,0.406733405,0.109594906,0.013589399,0.020093457,0.032262122,0.011634704,0.025118551,0.012231185,0.003705817,0.043989091,0.003168,0.018915303,0.005001063,0.003362226,0,181,0,0,0,1,1,44.62,99.56,110.42,115.34,95.11
"Lima, OH",OH,40.742551,-84.1052256,0,4695,0,0.0575,1271,364,283.510989,0.202,44795,0.138,0.187,,,,,,,,,,,0,0,0,0,9.71,6.19,,,89,1.45,9500,4626,13554,1.007365581,104157,102.1,6457,6785,6862,7225,7602,12729,12109,13099,7209,7092,9397,5093,2498,38.6,47882,0.015,0.045076183,,,,,,,,,,,,,,,,,,,,,217.7313287,0.036617798,0,0,2.523440575,150.8614591,24.37530843,12.98262239,1.863705752,1.282285396,3.433307411,0.950891443,1.057528539,1.719250746,0.643480515,13.226341,0.213619824,1.868246973,0.693222731,0,,1,0.000168179,0,0,0.011589699,0.692878972,0.111951314,0.0596268,0.008559658,0.005889301,0.01576855,0.00436727,0.004857034,0.007896203,0.002955388,0.060746155,0.000981117,0.008580515,0.003183845,,,5,0,0,0,0,,,,,,
"Lincoln, NE",NE,40.809722,-96.675278,3,17300,0,0.055,1895,1274,260.2189953,0.208,55630,0.329,0.145,75,25.26,124.14,61.19,17.68,69.42,209.67,25.63,2.6,2460.5,0,20833,2.6,12331.5,9.16,6.46,0.0558,0.0781,93.4,1.67,9000,4104,11809,1.040357412,323402,100.8,21340,21163,20648,23834,36372,45549,39023,36633,19772,17526,24051,11828,5663,33.3,182852,0.0112,0.053493794,,,,,,,,,,,,,,,,,,,,,97.18709841,0.054755382,0,0,5.132339936,18.15036085,15.93836154,15.51243963,2.951759729,3.756813501,17.95187723,1.419579965,4.13896018,1.354509249,0.525460572,6.984016796,0.344747404,1.945739358,0.69635933,0.329017755,,1,0.000563402,0,0,0.052808861,0.186756896,0.163996681,0.159614186,0.03037193,0.038655475,0.184714613,0.014606671,0.042587548,0.01393713,0.005406691,0.071861563,0.003547255,0.020020552,0.007165142,0.003385406,,72,0,1,0,1,1,13.69,111.55,132.99,96.74,96.78
"Little Rock North Little Rock Conway, AR",AR,34.7464809,-92.2895948,29,34241,0,0.065,699,3981,185.4669681,0.196,51782,0.245,0.15,,,,,,,,,,,0,9374,2,11250,8.18,,0.01,0.065,93.4,1.06,10000,3580,10012,1.019004459,730346,94.1,48064,50812,46509,47515,52350,104938,95238,92838,47267,42346,61260,29138,12071,36.5,357312,0.0043,0.046883258,,,,,,,,,,,,,,,,,,,,,99.14402899,0,0.778296862,2.201913887,5.379531072,12.61406375,30.01692349,14.71717789,2.415048484,6.157840257,8.167130374,1.391560986,2.69859902,2.114937304,0.522460587,6.355171385,0.260816106,2.057368699,0.900782643,0.394406213,,1,0,0.007850164,0.022209244,0.054259759,0.127229687,0.302760779,0.148442403,0.024358991,0.062110047,0.082376422,0.014035752,0.027218977,0.021331969,0.005269713,0.064100395,0.002630679,0.020751312,0.009085596,0.003978114,,61,0,0,0,1,1,60.04,88,75.36,93.55,90.35
"Logan, UT ID",ID,41.7369803,-111.8338359,0,4411,0,0.06,964,1766,78.14382786,0.238,53530,0.29,0.152,,,,,,,,,,,0,24838,2.4,10562,8.3,6.59,0.074,0.074,93.4,1.79,38200,4044,12328,1.041350279,133408,100.7,12105,11469,11549,11986,18568,18288,15205,11301,5375,5355,6795,3851,1561,25.4,71155,0.0085,0.033063984,,,,,,,,,,,,,,,,,,,,,75.19546054,0.059831494,0.075954965,0,3.472265531,35.02505847,9.409630607,12.90653484,1.452723975,1.96085692,1.59505427,1.189576337,1.793340729,0.667276325,0.220863816,3.805783761,0.196270089,0.816112977,0.548325438,0,,1,0.00079568,0.0010101,0,0.046176531,0.465786873,0.12513562,0.171639814,0.019319304,0.026076799,0.021212109,0.015819789,0.023849056,0.008873891,0.002937196,0.050611882,0.002610132,0.010853221,0.007292002,,,89,0,0,0,1,,,,,,
"Longview, TX",TX,32.5007037,-94.7404891,2,9137,0,0.0625,1731,1717,126.6633663,0.201,47197,0.163,0.185,75,66.54,100.06,78.98,41.72,,,23.23,1.89,,0,0,0,0,8.55,,,,91.4,1.45,9000,4251,11869,0.985888262,216934,99.5,15162,15430,14803,14245,14305,28574,26197,27359,15446,12191,18312,10699,4211,37,97616,0.0063,0.042118801,,,,,,,,,,,,,,,,,,,,,102.1337319,0,6.315736583,5.374726875,6.312800207,20.90702241,18.77273733,19.77381139,3.029133285,1.22573686,1.781804604,2.777323979,2.435127735,1.741944555,0.299551937,7.394811325,0.194072852,2.071256696,1.726133294,0,,1,0,0.061837911,0.052624405,0.06180916,0.204702423,0.183805458,0.193607058,0.0296585,0.012001293,0.017445799,0.027193014,0.023842541,0.017055526,0.002932938,0.072403223,0.001900184,0.020279849,0.016900717,,,20,0,0,0,0,1,10.07,81.66,71.62,81.06,68.46
"Longview, WA",WA,46.1381676,-122.9381672,0,3761,0,0.065,1409,1145,93.37117904,0.196,48886,0.136,0.206,61.11,66.18,,,,67.67,,25.69,,2527,0,0,0,0,7.94,,0.065,0.065,91.4,1.97,47300,5010,13273,1.045296343,103590,97.3,6169,6539,7022,6411,5847,12008,12001,13901,7437,7434,11260,5255,2306,41.4,46471,0.0122,0.036306593,,,,,,,,,,,,,,,,,,,,,75.7329472,2.246519934,0,0,6.993175017,32.59890916,9.28008495,11.59293368,1.468249831,0.614875953,1.251867941,0.868607008,0.762699102,1.22740612,0.293319819,4.57023844,0.124220485,1.380567622,0.459272131,0,,1,0.029663707,0,0,0.09233993,0.430445537,0.122536958,0.153076489,0.0193872,0.008119002,0.016530031,0.011469341,0.010070902,0.01620703,0.003873081,0.060346766,0.001640244,0.018229419,0.006064364,,,8,0,0,0,0,,,,,,
